N,P,K,temperature,humidity,ph,rainfall,soil_type,label,reference_title,reference_url,source,stats_source_title,stats_source_url
89.1,48.8,24.7,27.93,68.76,6.11,94.9,Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.7,47.7,27.8,25.69,70.26,6.21,41.11,Sandy Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
36.7,23.3,64.3,26.88,66.11,6.51,83.49,Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
80.3,51.5,44.4,30.96,82.34,6.3,194.42,Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
86.9,58.8,24.7,25.71,68.64,6.53,88.93,Clay Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
64.4,31.3,60.7,26.53,77.61,5.63,238.78,Volcanic Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
110,88.3,48.8,27.76,81.43,6.27,151.66,Clay Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
35.8,35.5,75.8,28,69.48,6.43,73.49,Sandy Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
60.4,32.8,78.9,24.17,58.98,5.61,75.55,Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
107.3,55.6,43.3,29.83,78.21,6.1,260.2,Silty Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
114.6,40.2,56.7,28.99,61.71,6.7,159.11,Sandy Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
38.1,27.7,20.4,29.25,81.52,4.88,250.18,Volcanic Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
53.3,38,44.6,32.25,64.69,6.17,96.97,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
104.2,87,44.7,25.45,85.12,6.71,171.89,Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
52.3,34.8,33.9,25.54,70.91,6.33,52.9,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
97.8,55.7,24.5,26.86,59.68,7.32,95.77,Clay Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
50.1,36.2,86.8,29.53,62.57,6.47,77.03,Sandy Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.1,26.9,62.2,28.22,66.5,5.76,42.25,Sandy Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.8,18.1,31.3,36.64,56.24,5.62,70.16,Sandy Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
96.2,82.9,51.5,26.52,88.07,6.18,114.66,Volcanic Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44.4,57,53.6,30.61,89.78,5.65,107.62,Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.2,12.5,35.4,26.68,84.72,7.04,206.51,Sandy Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
88.7,58.3,83.3,21.69,69.77,5.76,65.19,Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
88.1,42.3,43.7,25.21,70.65,6.15,30.9,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
45.9,21.7,73.1,24.75,67.53,4.73,133.74,Clay Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
17.3,43.9,30.1,28.16,60.6,6.39,59.72,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22,46.4,25.1,25.38,74.03,6.64,73.18,Sandy Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
74.4,35.6,42.9,26.24,56.63,6.63,56.43,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
49.4,61.6,47.4,28.69,85.43,6.63,142.75,Sandy Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
66.2,33.9,62.3,26.85,91.84,5.43,242.62,Loam,abaca,PCAARRD ISP – Abaca Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/abaca/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
49.1,63.1,51.6,32.56,76.1,6.74,108.41,Sandy Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44.2,24.8,60.8,28.86,67.38,5.27,74.44,Sandy,cassava,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
23.8,16,21.2,25.53,71.45,5.58,171.57,Sandy Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
16.7,45.9,29.7,29.69,64.39,6.78,79.31,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
23.4,43.3,29,28,65.87,6,47.83,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
84.6,32.2,51.5,27.49,86.29,6.91,240.31,Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
24.9,42.5,24,30.45,67.25,6.85,58.06,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
28.7,25.4,23.4,28.59,77.12,4.96,175.87,Clay Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
38.4,23.9,88.8,23.87,67.75,5.56,74.86,Sandy Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
45.3,27.4,69.6,24.01,72.55,5.07,86.46,Sandy Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
48.2,20.6,76.8,24.33,67.99,6.66,106.71,Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
61.5,49.8,53.2,23.62,63.17,6.31,46.02,Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
87.1,40.1,49.4,23.62,55.82,6.09,40.76,Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44,23.2,80.1,26.76,60.39,6.7,111.22,Sandy Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
50.7,22.9,75.8,23.67,72.36,5.83,114.07,Sandy Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
33.8,21.2,29.4,27.91,84.25,5.66,173.53,Volcanic Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44,34.1,84,24.62,69.14,5.38,114.37,Loam,cassava,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
84.3,51.7,44.5,27.86,78.54,6.43,236.14,Clay,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
103.1,15.2,29.8,25.11,77.18,6.31,235.25,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.9,41.5,26.1,27.76,67.83,6.8,73.14,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
73.9,34.3,47.2,21.64,61.72,6.52,45.36,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
66.9,43.5,53.6,25.47,73.36,6.49,66.97,Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
59.4,29.4,73.7,25.19,77.73,5.91,110.67,Sandy Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
105.9,26.5,33.1,21.08,76.45,5.13,161.68,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
15.9,45.6,32.1,27.68,58.18,6.33,93.82,Sandy,peanut,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
79.6,43.2,59.7,22.92,63.96,6.83,65.58,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
56.7,34,43.5,28.19,70.44,6.76,64.56,Clay Loam,ampalaya,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.6,51.6,85.2,20.99,72.27,6.07,80.81,Sandy Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
48.6,22.6,62.2,31.64,71.87,6.34,64.59,Sandy Loam,cassava,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
107.7,87.2,48.6,29.57,81.63,5.67,113.37,Volcanic Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
64.6,28.7,75.4,28.13,93.61,5.54,303.09,Volcanic Loam,abaca,PCAARRD ISP – Abaca Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/abaca/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.8,63.4,47.7,28.11,84.07,6.4,135.95,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.1,14.9,22.9,29.37,73.28,5.8,124.66,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
113,83.2,49.6,28.84,90.79,5.98,129.94,Clay Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
