soil_moisture,soil_temperature,air_temperature,humidity,ph,nitrogen,phosphorus,potassium,crop
33.88,28.07,29.9,59.48,5.98,61.1,33.6,57.8,tobacco
36.59,24.47,25.72,65.53,6.23,66.6,35.3,49.3,onion
79.54,21.66,23.13,64.35,5.28,95.3,18.3,34.1,coffee
32.78,22.6,24.61,56.31,6.18,84.1,44.2,51.8,onion
33.42,26.9,29.12,64.64,6.4,21.2,28.8,21.5,mungbean
63.89,24.4,26.46,74.53,7.05,136.3,43.5,44.6,sugarcane
55.58,24.48,25.13,63.05,5.35,45.3,34.1,84.6,cassava
44.07,26.52,27.05,62.17,6.16,72.5,43.3,79.6,tomato
35.56,29.42,30.35,73.5,6.0,43.6,31.2,40.4,okra
33.84,25.45,26.32,73.07,6.13,82.6,49.6,88.7,tomato
74.28,25.27,27.68,88.98,6.27,60.5,32.7,51.2,cacao
37.5,22.91,24.85,60.82,6.06,83.7,36.5,45.3,garlic
64.29,21.58,23.86,81.47,6.08,57.4,60.7,45.1,papaya
42.27,32.05,32.72,54.64,6.79,17.5,22.3,35.0,mango
42.52,29.55,31.18,63.61,7.37,94.8,56.8,21.2,corn
51.51,24.55,27.01,77.69,7.43,115.2,55.0,46.6,sugarcane
67.84,22.66,23.82,89.93,4.84,36.1,24.8,27.0,rubber
43.0,23.98,25.11,70.55,6.83,44.1,48.4,49.2,okra
76.97,23.05,24.64,90.32,6.11,79.2,36.2,79.6,abaca
41.69,32.5,33.83,57.41,6.17,15.4,23.3,30.4,mango
79.07,26.92,29.34,78.3,5.09,20.9,20.7,21.6,rubber
63.6,25.37,26.39,76.33,6.16,81.7,50.5,40.7,rice
80.15,26.26,27.49,90.38,6.08,85.3,44.2,43.5,cacao
68.37,20.71,23.09,79.41,6.33,95.5,15.8,30.7,coffee
55.48,26.0,27.02,89.21,5.7,22.2,26.3,28.7,rubber
57.35,24.98,27.36,65.16,5.1,107.3,22.0,27.4,coffee
45.87,32.42,34.6,67.09,7.45,133.8,52.2,59.4,sugarcane
34.17,22.84,24.14,62.17,6.43,28.2,39.8,36.6,peanut
52.4,23.52,25.02,78.86,6.55,56.4,51.0,51.7,papaya
30.06,24.86,26.62,61.68,6.49,16.8,45.0,21.6,mungbean
43.67,25.71,26.43,69.92,5.99,43.7,29.3,40.4,okra
85.09,29.94,31.67,74.75,7.0,110.5,59.4,42.6,rice
62.83,29.72,31.21,90.08,6.84,111.4,86.9,45.3,banana
69.03,27.5,28.35,90.72,5.07,17.5,11.8,33.7,coconut
79.99,29.32,31.52,89.66,5.59,38.0,25.3,22.0,rubber
36.27,26.44,27.29,53.19,5.88,51.6,33.1,74.6,cassava
58.08,28.86,30.93,78.08,5.88,22.0,14.0,16.1,calamansi
36.15,26.69,27.47,74.63,6.04,38.6,34.5,75.7,sweet_potato
47.14,25.37,27.38,76.8,5.85,65.5,53.4,55.8,eggplant
35.29,29.07,30.16,62.5,5.99,46.6,41.0,46.7,okra
63.59,27.25,29.75,83.42,5.72,20.6,17.7,22.3,calamansi
30.57,20.42,22.04,62.87,6.3,49.2,29.8,70.7,tobacco
30.84,22.94,24.2,62.53,5.85,51.2,37.6,77.8,tobacco
43.7,27.24,27.83,78.69,6.15,79.9,48.3,54.9,eggplant
36.65,27.7,29.3,53.74,7.49,17.1,25.0,32.7,mango
30.46,20.82,21.62,64.45,6.07,78.4,33.7,56.3,onion
62.0,23.23,25.18,73.95,5.47,45.7,56.1,51.6,papaya
43.72,22.47,24.05,69.75,5.93,62.1,49.8,81.6,tomato
61.06,30.84,31.38,76.57,5.39,34.6,29.2,25.2,rubber
72.54,26.35,28.78,80.45,5.7,28.8,17.4,31.0,rubber
35.98,26.89,28.73,61.73,7.18,22.1,23.6,27.2,mango
28.71,26.91,27.45,57.43,6.25,64.2,42.2,40.5,onion
42.77,27.48,29.7,73.18,6.64,56.5,45.6,37.5,okra
63.94,26.75,28.65,81.44,7.02,91.0,43.2,42.4,cacao
40.34,24.51,26.03,75.85,6.53,68.8,43.9,47.2,eggplant
45.11,24.91,25.54,61.19,7.0,83.3,49.7,24.4,corn
78.57,26.18,27.55,89.42,6.33,70.5,34.4,40.9,cacao
47.58,26.27,28.66,80.19,6.07,138.3,56.5,44.3,sugarcane
68.75,27.95,28.91,92.93,6.14,18.5,13.1,31.3,coconut
46.02,28.93,31.14,72.26,6.55,49.0,43.0,34.9,ampalaya
62.18,25.68,27.75,89.59,6.55,112.9,97.6,49.0,banana
70.35,28.87,30.37,88.19,4.97,38.8,17.0,26.8,rubber
51.95,31.32,31.91,65.99,7.17,44.0,32.9,81.5,cassava
49.84,23.5,24.77,66.79,5.56,52.5,20.1,65.6,pineapple
34.81,29.46,31.28,62.49,6.6,22.2,38.0,24.0,mungbean
43.06,25.64,26.57,62.1,7.04,40.9,36.5,88.9,cassava
55.14,24.31,26.7,73.28,5.75,98.6,21.2,31.1,coffee
38.24,21.92,22.49,60.48,5.98,59.9,33.9,71.4,tobacco
52.34,25.25,26.51,72.77,5.91,112.5,61.0,48.0,sugarcane
76.37,28.08,29.48,87.04,4.91,36.6,24.1,23.8,rubber
69.64,22.18,23.62,62.28,5.77,92.5,24.6,33.2,coffee
55.13,29.51,31.61,87.6,6.75,54.4,59.1,54.2,papaya
41.34,25.56,26.49,59.27,6.05,27.3,30.2,32.7,peanut
36.95,23.85,26.03,61.51,6.71,20.7,46.7,44.7,peanut
67.58,27.46,28.99,78.99,7.01,65.3,40.4,44.7,cacao
45.67,21.44,23.65,63.92,6.15,36.2,26.8,63.2,sweet_potato
49.75,24.72,27.2,76.63,5.67,23.5,17.0,17.9,calamansi
42.1,31.21,32.01,67.72,6.51,53.8,48.9,46.9,ampalaya
51.02,22.02,24.5,71.2,5.02,43.4,27.9,89.1,pineapple
37.56,22.72,24.21,74.55,6.46,45.9,30.2,42.6,ampalaya
78.67,28.11,29.98,89.21,6.33,80.2,41.6,44.4,rice
44.43,26.23,27.01,79.39,6.72,109.5,81.2,47.7,banana
39.17,22.39,23.03,69.58,6.12,49.4,26.4,66.9,tobacco
35.8,27.21,29.19,65.12,6.55,25.5,45.8,42.0,peanut
30.79,27.81,28.34,65.34,6.95,24.8,31.8,27.8,mungbean
34.68,27.34,27.94,63.68,6.71,61.6,35.2,31.9,okra
41.8,23.51,24.86,71.4,5.49,44.3,26.8,63.5,pineapple
49.23,24.66,25.52,85.74,6.79,92.5,86.8,49.3,banana
50.06,24.0,26.0,66.22,5.79,120.0,47.7,43.3,sugarcane
63.37,24.83,26.43,70.68,6.76,124.4,41.0,43.8,sugarcane
80.69,23.22,24.82,81.51,5.35,15.0,8.2,34.3,coconut
93.16,25.51,26.99,85.31,5.24,84.7,36.5,88.7,abaca
38.47,23.47,25.38,63.79,5.49,28.3,34.3,44.9,peanut
36.41,20.37,20.88,63.97,6.05,87.3,33.2,42.3,onion
41.22,29.98,30.51,74.51,5.89,46.4,36.3,87.3,cassava
72.79,26.34,27.1,89.71,4.95,75.7,22.2,67.8,abaca
49.22,28.19,29.68,67.02,6.73,56.9,39.2,34.7,ampalaya
84.25,26.36,27.59,80.49,5.55,102.2,59.5,42.8,rice
37.09,24.78,27.23,68.61,6.01,42.2,25.9,64.2,cassava
48.96,24.38,26.45,69.7,7.01,56.5,21.9,67.5,cassava
40.61,24.76,26.65,57.25,5.3,46.9,24.1,79.7,cassava
76.94,29.32,31.32,90.07,4.71,23.7,22.4,34.5,rubber
67.18,30.25,32.03,81.39,5.94,57.8,55.3,52.6,papaya
30.89,29.38,31.73,61.95,6.1,18.2,44.5,22.0,mungbean
38.88,31.82,32.98,58.56,5.6,25.0,19.8,29.4,mango
46.57,20.94,21.83,72.17,5.57,31.1,35.7,67.0,sweet_potato
73.01,24.53,26.23,93.76,5.54,82.1,31.5,62.2,abaca
39.86,26.19,28.38,78.19,5.8,66.4,40.6,55.8,eggplant
44.45,28.44,29.91,65.38,6.61,48.1,32.4,29.4,okra
41.02,26.48,27.46,62.42,6.95,98.4,43.4,22.8,corn
37.74,28.37,29.86,57.27,5.95,41.7,27.0,72.0,cassava
38.23,26.05,26.77,55.98,6.05,67.4,28.0,89.4,tobacco
58.52,26.77,29.25,90.76,7.69,22.4,9.8,27.1,coconut
79.59,26.59,27.55,75.69,5.67,20.4,17.9,25.2,rubber
76.26,24.23,25.19,63.68,5.55,94.6,18.3,26.6,coffee
55.34,27.57,29.67,71.34,5.65,55.2,29.1,92.5,pineapple
47.46,25.02,25.88,68.86,5.96,75.1,45.5,51.7,eggplant
67.33,24.61,26.26,73.5,6.37,99.7,16.0,29.7,coffee
29.04,20.98,23.42,58.82,6.55,63.9,42.3,58.8,garlic
42.12,24.95,27.09,63.55,6.26,25.2,44.5,49.9,peanut
33.85,23.59,25.9,67.47,5.74,17.2,34.6,42.7,peanut
68.06,29.99,31.64,84.78,5.98,89.6,42.2,50.5,cacao
48.34,30.69,31.45,82.98,6.2,41.3,56.1,46.1,papaya
40.41,24.72,26.47,56.85,6.76,25.4,42.9,37.7,peanut
57.76,26.73,27.84,69.52,5.4,126.4,57.9,47.0,sugarcane
38.06,25.33,26.33,66.81,6.63,57.2,48.4,36.9,okra
52.83,25.6,27.21,78.06,4.49,54.9,29.3,89.0,pineapple
42.81,23.76,25.76,62.19,5.87,41.4,24.9,59.8,sweet_potato
44.42,21.58,22.27,75.42,6.6,39.2,34.8,78.3,sweet_potato
47.83,24.33,26.64,69.87,5.61,46.0,18.9,82.3,pineapple
43.31,25.47,27.82,62.79,5.9,24.0,22.6,25.2,mango
34.22,20.18,21.64,58.37,6.36,71.1,31.1,55.8,garlic
39.89,23.44,25.17,74.53,6.54,43.3,30.2,36.0,okra
53.9,25.58,26.41,61.13,6.25,55.2,30.6,68.9,cassava
68.43,29.51,31.27,69.89,5.68,42.4,46.5,48.2,papaya
43.84,20.9,22.25,74.21,6.21,42.1,33.6,74.5,sweet_potato
38.05,24.32,25.09,67.88,5.81,55.2,36.8,65.9,tobacco
41.49,29.78,30.41,71.64,7.26,80.4,43.3,20.4,corn
68.9,23.94,24.78,71.1,5.74,98.8,26.1,32.9,coffee
39.35,21.82,23.27,56.85,6.42,61.7,34.1,86.4,tobacco
44.99,23.45,24.56,87.9,5.96,56.4,43.3,50.7,papaya
42.65,31.0,31.69,69.73,6.91,48.5,20.4,68.2,cassava
48.04,22.03,23.53,79.64,5.65,16.1,17.8,19.6,calamansi
59.95,26.14,26.99,86.33,5.74,86.6,34.1,52.4,cacao
41.83,28.76,29.57,68.33,7.22,87.0,43.5,23.6,corn
36.36,30.07,32.23,53.01,6.19,24.8,14.4,31.0,mango
27.63,21.21,21.8,60.73,6.65,67.2,41.0,56.7,onion
36.13,23.97,25.59,58.61,6.01,87.4,49.0,56.1,onion
78.29,24.37,25.48,85.4,5.76,24.2,18.8,31.9,rubber
38.64,27.29,28.22,66.02,5.73,24.3,24.6,29.3,mango
57.6,27.83,28.88,86.3,6.62,91.6,98.0,50.7,banana
62.01,26.38,27.72,88.01,6.18,17.0,11.8,26.9,coconut
80.46,29.29,30.32,86.45,6.46,111.3,49.4,44.8,rice
82.69,26.79,27.5,92.9,6.0,65.3,31.3,84.7,abaca
62.15,24.81,25.75,80.34,6.69,64.2,42.3,41.1,cacao
79.23,20.57,22.26,77.82,5.25,104.1,25.0,30.1,coffee
34.26,28.7,29.42,56.4,6.59,19.4,31.6,49.4,peanut
42.31,23.83,24.73,74.95,5.98,41.7,21.0,69.2,sweet_potato
64.02,24.64,26.29,82.19,6.02,95.5,55.5,42.9,rice
30.77,24.34,25.31,64.12,5.56,60.3,40.4,82.4,tomato
34.76,28.93,31.37,68.57,5.38,48.4,27.6,70.6,cassava
63.27,24.48,25.29,82.03,6.19,70.3,41.1,53.2,cacao
42.57,32.24,33.12,66.42,6.4,24.9,24.6,33.2,mango
34.65,24.19,24.7,70.06,6.57,48.2,41.0,30.1,ampalaya
43.18,26.0,27.44,63.33,6.37,37.6,32.6,69.6,sweet_potato
47.38,26.7,28.53,78.48,5.04,40.8,16.3,71.8,pineapple
84.04,26.12,27.98,75.77,6.47,89.1,40.0,41.5,rice
61.4,23.92,25.8,86.67,6.21,88.3,36.0,58.4,cacao
50.06,30.5,31.72,86.57,5.74,47.1,45.7,44.5,papaya
51.07,25.53,27.12,79.3,6.21,23.8,17.9,25.4,calamansi
60.8,28.42,29.38,81.12,6.51,70.5,38.7,52.8,cacao
44.49,21.5,23.56,72.44,6.8,33.0,40.0,87.4,sweet_potato
35.63,21.8,24.12,72.0,6.55,34.1,23.5,92.5,sweet_potato
54.91,21.27,23.67,86.26,5.56,40.8,50.6,45.6,papaya
75.54,24.2,26.28,92.15,5.37,68.0,21.3,71.2,abaca
50.31,24.49,26.0,82.02,6.14,94.8,94.3,51.6,banana
84.07,29.07,30.26,86.61,6.32,113.5,57.3,44.8,rice
43.63,31.76,33.29,51.37,7.39,16.7,22.3,31.1,mango
76.02,31.05,31.85,81.39,5.63,85.2,58.4,42.6,rice
32.31,26.65,27.9,59.33,6.14,46.9,32.5,86.6,tobacco
40.34,25.53,27.98,68.21,5.18,47.2,15.5,64.2,pineapple
85.47,25.5,26.6,94.86,6.09,89.3,24.8,79.6,abaca
48.55,24.44,26.66,76.25,5.85,16.2,11.8,17.7,calamansi
48.85,29.5,30.69,84.53,5.49,21.3,12.9,18.5,calamansi
51.15,24.87,26.01,72.68,4.84,55.5,31.1,68.6,pineapple
37.26,28.61,30.38,71.33,6.7,58.9,34.6,29.8,ampalaya
62.18,27.29,29.37,83.52,5.67,24.6,29.3,24.5,rubber
59.1,27.63,29.94,93.84,6.93,23.4,13.3,33.8,coconut
80.32,26.73,27.31,80.42,6.22,101.7,20.0,34.5,coffee
41.45,25.76,28.18,79.33,6.39,74.2,47.3,59.9,eggplant
37.98,30.09,30.6,61.1,5.52,84.5,54.1,23.9,corn
43.77,26.79,27.85,67.39,6.11,58.3,47.9,32.1,okra
41.09,26.73,27.88,52.69,6.07,23.9,24.4,30.1,mango
75.7,25.7,27.85,87.33,5.53,26.0,17.8,31.8,rubber
34.82,28.75,29.97,70.98,6.88,18.8,38.6,23.8,mungbean
47.44,24.4,26.84,70.41,6.02,40.0,19.8,82.5,pineapple
43.55,30.12,31.5,75.92,6.26,54.5,33.2,32.2,ampalaya
57.3,24.48,26.2,75.26,5.83,18.1,17.4,19.8,calamansi
33.39,21.52,22.92,67.2,6.27,89.4,46.0,58.9,garlic
40.62,26.62,27.35,63.48,5.79,91.8,54.0,23.8,corn
69.27,28.09,30.13,76.38,5.57,38.6,27.8,18.9,rubber
28.59,27.0,27.9,66.92,6.54,78.9,43.9,45.7,garlic
71.48,24.95,27.41,86.2,5.98,75.3,22.8,78.8,abaca
48.8,24.48,25.1,62.31,6.33,82.4,61.6,23.7,corn
48.08,25.55,26.66,67.33,5.43,44.8,24.4,74.8,sweet_potato
77.19,25.09,26.89,82.01,5.31,77.1,28.4,70.1,abaca
44.21,32.31,34.73,58.58,5.92,17.6,24.3,30.2,mango
34.32,26.35,28.49,69.01,5.66,18.1,16.0,31.7,mango
36.75,25.56,26.61,63.2,6.47,94.6,42.3,20.8,corn
62.25,29.71,31.37,81.83,6.54,99.1,78.5,53.6,banana
37.99,29.77,31.83,71.15,6.92,51.1,38.2,70.6,cassava
40.47,20.99,22.79,68.74,5.46,63.1,20.3,62.1,tobacco
52.59,28.04,28.65,58.83,6.08,51.4,29.0,63.4,cassava
35.24,25.28,26.91,69.05,6.21,26.1,42.4,32.7,peanut
58.84,27.45,28.48,77.73,6.94,103.2,48.6,42.8,rice
63.86,23.37,24.63,86.12,5.59,26.6,15.0,31.9,rubber
42.44,25.59,26.44,69.99,5.19,38.9,21.1,68.3,pineapple
36.49,29.04,30.48,65.41,5.63,17.0,18.9,25.4,mango
31.03,21.01,22.3,57.05,6.45,74.0,46.5,41.4,onion
35.68,22.91,24.82,67.19,6.94,79.0,36.2,51.8,onion
35.28,22.33,23.35,67.47,5.86,81.6,55.3,79.3,tomato
84.53,25.86,27.6,92.23,6.07,81.4,21.6,82.1,abaca
64.49,19.76,20.48,66.39,5.24,103.4,23.8,25.8,coffee
64.63,26.72,28.38,93.49,7.34,23.9,8.3,29.1,coconut
31.4,18.91,20.59,56.51,6.05,78.5,36.9,54.7,garlic
42.68,25.48,27.41,74.66,6.06,50.5,42.9,39.3,ampalaya
67.48,29.18,29.89,78.64,5.59,34.7,29.5,31.3,rubber
32.8,23.48,24.36,69.33,6.75,88.2,30.4,50.8,garlic
35.34,27.6,29.91,71.72,6.07,50.7,36.0,32.7,okra
52.46,23.86,26.13,66.69,6.33,57.5,32.7,64.0,cassava
51.46,33.22,33.99,68.81,5.73,142.1,47.2,48.1,sugarcane
85.19,29.45,30.52,89.26,6.47,61.8,29.5,78.3,abaca
77.47,28.07,30.39,87.74,4.54,29.9,27.7,33.0,rubber
36.6,32.43,34.49,67.92,5.32,18.0,22.3,32.4,mango
41.16,27.94,29.33,66.34,6.24,50.7,39.0,63.6,tobacco
38.97,26.27,28.05,61.85,6.7,28.6,38.1,42.5,peanut
44.31,21.71,22.61,65.95,6.19,34.2,20.8,76.0,sweet_potato
46.06,26.21,27.46,69.24,5.96,80.5,54.8,45.7,eggplant
31.65,19.77,21.53,67.66,6.89,82.2,51.3,49.7,onion
36.55,22.37,23.34,61.85,6.54,70.9,47.2,81.3,tomato
58.91,24.77,25.45,83.25,5.33,27.7,24.9,24.6,rubber
37.82,26.27,27.97,61.79,6.73,17.8,31.1,22.2,mungbean
39.06,22.08,22.96,56.63,6.16,43.0,37.2,77.9,tobacco
38.68,27.68,28.39,72.89,6.28,51.0,31.4,49.8,okra
38.05,28.46,28.97,66.52,7.57,97.4,51.2,23.3,corn
49.86,26.05,26.64,73.19,6.42,46.0,31.5,41.8,ampalaya
91.98,29.28,31.59,91.43,6.54,63.3,25.0,79.6,abaca
71.91,23.29,24.45,79.33,5.09,27.6,20.4,28.5,rubber
65.0,27.23,28.11,82.19,6.15,90.2,41.4,44.4,cacao
49.58,31.17,32.15,72.33,6.66,46.0,56.1,45.2,papaya
61.32,25.63,27.53,77.68,5.78,20.6,14.7,20.0,calamansi
74.64,28.38,29.76,85.66,6.88,112.7,57.1,43.8,rice
30.86,28.23,28.93,59.13,6.05,47.4,38.1,66.0,tobacco
77.33,27.23,28.07,85.45,6.95,21.4,12.5,27.1,coconut
50.69,26.84,27.95,60.91,6.92,81.5,50.2,22.1,corn
51.1,24.4,26.76,74.17,6.4,82.6,47.4,42.9,eggplant
43.01,20.5,21.92,68.26,6.4,88.8,44.8,58.9,eggplant
43.11,30.19,31.73,72.82,6.53,41.5,46.1,34.5,okra
49.46,23.59,25.33,76.18,4.76,43.2,28.2,71.3,pineapple
40.87,30.05,32.2,50.64,6.1,16.1,21.2,29.9,mango
34.74,23.59,24.73,64.05,6.69,49.0,44.9,33.6,okra
28.46,26.74,27.68,63.79,6.58,71.6,30.7,45.5,onion
51.6,27.5,28.04,66.15,6.32,107.9,39.6,46.7,sugarcane
41.2,24.73,26.43,62.29,5.83,44.0,22.8,69.4,sweet_potato
36.76,23.65,24.28,70.99,6.32,41.3,42.0,32.9,okra
36.12,21.01,22.8,65.28,6.45,76.7,42.1,48.6,garlic
39.3,22.73,24.41,58.92,5.82,56.5,26.1,70.8,tobacco
53.8,27.6,30.01,65.99,6.45,113.6,40.5,50.5,sugarcane
39.52,29.1,30.46,63.01,6.34,23.0,31.4,27.6,mungbean
36.08,22.33,24.52,64.09,6.68,76.5,32.2,46.4,garlic
61.94,24.46,25.33,88.3,5.8,60.5,29.9,58.5,cacao
71.5,28.44,29.77,75.39,5.76,20.7,25.8,22.8,rubber
35.75,27.84,29.67,63.05,5.86,24.7,15.1,27.2,mango
36.17,27.2,29.25,67.11,6.33,57.6,23.0,59.7,tobacco
39.85,29.51,30.18,75.32,6.63,54.5,45.4,36.2,ampalaya
65.6,23.62,25.72,85.98,7.89,21.4,8.8,26.2,coconut
39.29,28.24,30.5,74.31,6.64,40.6,39.3,33.9,okra
48.56,27.44,28.83,67.47,5.93,82.2,40.5,44.3,eggplant
29.68,23.4,24.82,69.34,6.52,74.7,33.9,43.3,onion
60.92,30.74,31.76,80.3,6.28,59.9,57.6,50.4,papaya
48.0,28.47,30.69,76.73,6.53,14.9,17.0,24.7,calamansi
39.09,33.78,35.06,55.95,7.36,16.0,24.4,28.3,mango
30.44,26.76,27.57,60.01,6.29,47.5,26.4,79.2,tobacco
59.38,22.09,24.58,77.82,5.53,42.9,50.3,51.4,papaya
48.8,26.51,27.08,68.94,5.62,132.7,41.2,54.3,sugarcane
45.92,24.39,25.78,73.16,6.19,23.4,12.9,16.4,calamansi
40.71,27.23,29.54,66.11,6.76,48.4,36.1,41.2,ampalaya
35.47,28.72,29.85,60.3,6.2,86.0,47.1,24.5,corn
39.92,23.63,25.23,68.2,6.2,91.6,59.2,62.7,tomato
67.03,25.74,28.13,79.57,6.3,53.2,51.7,52.1,papaya
31.32,29.06,30.82,74.79,7.0,16.7,35.6,29.6,mungbean
74.84,26.2,28.62,89.14,5.26,27.9,23.3,25.8,rubber
36.72,35.19,36.27,62.93,6.13,16.0,22.2,25.6,mango
39.95,22.96,24.62,67.53,6.15,51.3,41.6,42.5,ampalaya
40.49,27.6,29.08,66.03,5.54,96.5,49.8,24.3,corn
44.57,23.1,24.7,73.66,5.9,34.4,27.3,81.4,sweet_potato
39.22,31.53,33.76,56.6,5.56,21.1,16.4,28.1,mango
30.58,25.06,26.03,68.73,6.47,74.4,39.7,55.8,onion
54.14,28.57,29.6,86.39,5.81,48.9,49.4,48.8,papaya
36.02,24.05,25.25,60.97,6.84,92.4,60.8,24.0,corn
64.71,25.01,25.53,80.11,6.21,22.3,11.8,29.7,coconut
71.32,23.83,25.42,78.1,5.09,98.8,16.3,29.9,coffee
44.93,26.81,28.0,77.89,5.63,102.4,43.0,50.4,sugarcane
38.32,30.6,32.32,67.71,7.3,98.0,45.7,21.2,corn
60.65,25.07,27.13,81.44,7.36,21.5,13.8,31.6,coconut
74.41,23.7,24.43,80.82,5.92,82.4,39.6,45.5,cacao
47.16,21.36,22.19,75.79,6.17,89.4,55.0,44.7,eggplant
45.6,23.09,24.34,73.69,6.39,55.2,40.4,28.9,ampalaya
34.1,27.29,28.33,72.79,6.71,56.1,42.5,31.4,okra
36.72,31.02,31.75,73.11,6.53,48.0,41.6,33.6,ampalaya
81.11,22.19,24.31,83.42,5.75,37.6,30.2,33.2,rubber
45.03,25.01,26.03,63.94,5.68,47.5,38.8,74.8,sweet_potato
37.25,26.42,27.99,63.91,6.4,41.6,37.3,32.2,okra
37.57,30.36,31.07,72.71,6.6,55.1,35.0,47.5,ampalaya
68.47,27.2,29.13,76.99,6.53,61.5,49.2,41.1,cacao
42.32,24.65,25.9,60.76,5.84,67.8,57.6,85.3,tomato
41.28,29.3,31.64,60.95,7.15,16.6,15.0,31.5,mango
63.57,30.6,31.7,86.41,6.23,100.3,56.5,43.6,rice
30.91,23.33,25.28,66.39,6.59,76.9,45.3,57.1,onion
37.01,32.56,35.02,64.14,5.89,22.8,23.1,25.2,mango
41.74,25.5,27.7,69.02,6.69,42.1,31.2,39.8,okra
32.3,24.95,25.77,63.14,6.48,22.8,36.7,48.2,peanut
33.38,28.47,29.7,64.78,5.73,63.8,30.1,62.5,tobacco
38.2,18.05,20.25,62.27,6.61,89.8,54.7,81.5,tomato
57.86,27.76,29.04,80.3,6.0,19.1,15.4,15.5,calamansi
38.83,24.88,26.61,68.1,6.31,30.9,35.5,60.8,sweet_potato
56.48,28.21,29.15,86.44,4.67,36.9,26.6,31.7,rubber
33.79,23.07,25.19,74.37,6.0,54.0,48.8,48.1,okra
46.84,22.75,25.02,87.72,6.28,42.3,54.9,44.9,papaya
44.12,27.27,28.91,64.09,5.95,24.4,22.9,32.7,mango
37.77,27.02,27.56,62.48,7.14,16.5,22.3,27.6,mango
36.74,23.01,24.48,62.0,5.62,18.9,36.2,42.6,peanut
53.3,26.13,27.18,85.88,6.04,92.1,86.2,49.6,banana
38.48,33.49,34.61,58.04,6.1,21.9,17.0,27.3,mango
35.66,28.77,29.33,72.22,6.82,84.2,56.4,48.7,eggplant
41.68,23.38,24.44,67.83,6.15,65.3,56.7,42.6,eggplant
74.93,22.52,23.65,61.55,6.25,96.0,28.0,24.8,coffee
44.03,27.8,28.88,68.42,6.36,24.8,40.0,30.1,peanut
41.77,26.71,28.85,65.77,6.25,52.1,45.7,33.0,ampalaya
80.67,21.83,23.77,88.27,6.16,70.6,21.9,66.0,abaca
34.96,29.35,30.92,69.78,6.74,17.3,49.0,30.6,mungbean
49.87,21.24,22.46,72.31,6.19,70.7,56.0,47.1,eggplant
42.15,23.48,24.5,66.29,6.22,84.3,42.8,44.8,eggplant
34.3,21.38,22.35,68.35,5.52,61.2,33.6,63.7,tobacco
48.24,22.07,23.95,65.47,5.74,63.3,59.7,43.8,eggplant
33.49,18.01,19.84,65.39,6.32,85.8,36.0,58.9,garlic
42.31,20.24,20.87,74.18,6.48,59.0,45.7,86.7,tomato
42.4,29.49,30.1,61.34,6.79,57.4,34.4,34.0,okra
34.68,24.08,24.87,70.76,6.37,23.8,29.7,28.2,mungbean
72.53,26.69,28.41,77.29,5.2,19.6,24.5,27.6,rubber
66.12,30.59,31.14,78.38,5.4,31.6,28.3,30.0,rubber
42.27,21.96,24.26,65.95,6.1,49.1,40.7,29.0,okra
48.62,24.16,26.61,56.57,5.39,51.1,36.4,89.2,cassava
76.01,22.42,23.31,76.45,6.0,90.4,30.5,34.9,coffee
39.91,22.61,24.06,63.16,5.79,79.2,52.5,74.3,tomato
52.74,27.7,29.82,73.53,5.63,20.2,11.5,21.4,calamansi
34.88,24.67,26.44,68.5,6.62,49.7,49.7,43.5,ampalaya
39.1,21.0,23.26,72.96,5.73,40.7,35.0,69.3,sweet_potato
54.5,26.06,27.79,67.27,5.39,48.3,29.3,79.8,cassava
57.1,24.41,26.35,70.14,5.88,44.2,29.8,77.5,pineapple
32.74,25.63,27.97,64.82,6.16,44.9,44.3,46.3,okra
77.96,24.16,26.46,80.4,5.53,35.8,21.4,26.2,rubber
42.87,25.45,27.06,77.57,6.21,57.5,35.8,41.9,ampalaya
57.97,26.98,28.97,79.69,6.42,42.8,47.1,47.2,papaya
92.14,29.34,31.42,79.58,5.91,117.8,53.0,44.6,rice
46.25,24.22,26.08,76.52,5.46,43.9,39.2,64.9,cassava
44.11,26.08,27.69,67.71,5.0,52.5,25.9,83.3,pineapple
62.09,23.39,24.45,83.72,6.31,84.0,37.0,42.4,cacao
42.75,23.24,24.54,77.64,6.6,66.8,51.7,47.2,eggplant
56.04,26.27,26.78,72.32,6.41,17.8,17.9,17.4,calamansi
50.88,25.52,26.15,53.83,5.88,59.3,27.7,74.6,cassava
68.74,26.46,27.73,84.15,5.32,16.0,13.8,25.4,coconut
45.91,29.08,29.64,75.84,5.97,110.4,84.8,45.6,banana
69.77,28.64,29.58,77.92,6.02,64.6,40.6,51.0,cacao
49.48,24.59,25.78,89.93,6.91,97.5,97.4,49.5,banana
74.93,29.94,31.83,83.39,4.88,24.6,26.5,22.4,rubber
39.42,27.7,28.7,72.67,6.92,52.4,31.9,70.1,cassava
37.68,25.14,26.07,66.01,5.61,69.3,58.5,59.6,eggplant
92.57,23.92,26.32,92.48,6.24,89.2,38.1,78.1,abaca
36.82,20.43,21.98,67.78,6.06,75.2,42.4,62.6,tomato
56.08,23.13,25.26,80.88,5.97,18.4,10.6,19.1,calamansi
28.58,19.17,21.57,60.79,6.95,88.8,49.4,53.4,onion
71.72,22.52,24.35,78.84,6.6,64.0,30.1,56.6,cacao
46.82,24.72,27.04,77.56,6.53,58.9,32.9,33.6,ampalaya
56.84,27.54,28.28,74.5,4.33,40.2,28.9,85.0,pineapple
