N,P,K,temperature,humidity,ph,label,fertilizer
22.3,13.6,24.7,25.55,71.12,5.99,calamansi,Ammonium Sulfate (21-0-0)
63.0,38.6,57.3,24.5,83.03,6.43,cacao,Complete (14-14-14)
20.3,36.7,47.6,30.24,60.56,6.4,peanut,Ammonium Phosphate (16-20-0)
113.1,52.0,41.1,31.57,86.54,6.22,rice,Complete (14-14-14)
23.1,43.2,21.9,31.59,63.8,6.8,mungbean,Ammonium Phosphate (16-20-0)
69.8,37.8,56.4,27.67,82.79,6.77,cacao,Complete (14-14-14)
23.1,13.5,19.3,27.85,69.58,6.08,calamansi,Ammonium Sulfate (21-0-0)
29.5,44.1,43.7,27.88,56.35,6.63,peanut,Ammonium Phosphate (16-20-0)
17.8,12.4,24.9,31.76,81.42,7.06,coconut,Muriate of Potash (0-0-60)
84.1,52.4,22.1,25.35,67.69,5.96,corn,Urea (46-0-0)
56.7,25.6,72.1,28.46,72.82,6.76,cassava,Muriate of Potash (0-0-60)
92.8,90.8,54.1,30.51,88.46,6.33,banana,Muriate of Potash (0-0-60)
57.2,61.3,50.1,26.24,73.44,5.64,papaya,Complete (14-14-14)
51.5,33.2,87.8,22.67,62.08,5.59,sweet_potato,Muriate of Potash (0-0-60)
43.3,28.9,85.2,24.9,67.96,6.04,tobacco,Ammonium Sulfate (21-0-0)
78.2,34.8,47.1,24.57,61.29,6.17,garlic,Complete (14-14-14)
14.5,30.1,42.6,30.26,57.58,6.69,peanut,Ammonium Phosphate (16-20-0)
19.0,35.7,37.0,23.7,65.77,6.42,peanut,Ammonium Phosphate (16-20-0)
65.9,31.1,59.1,25.09,65.64,6.22,onion,Complete (14-14-14)
53.0,40.8,40.8,30.05,69.22,5.96,ampalaya,Complete (14-14-14)
116.3,56.5,43.2,31.11,82.3,5.97,rice,Complete (14-14-14)
124.7,50.2,51.1,25.69,74.37,6.22,sugarcane,Urea (46-0-0)
96.0,17.8,30.3,23.66,78.51,5.91,coffee,Complete (14-14-14)
24.8,5.9,25.0,29.89,89.59,8.02,coconut,Muriate of Potash (0-0-60)
59.8,34.0,43.4,30.97,85.71,5.81,cacao,Complete (14-14-14)
58.5,30.5,30.3,30.85,60.9,6.19,okra,Complete (14-14-14)
103.8,90.9,47.9,32.62,83.02,5.99,banana,Muriate of Potash (0-0-60)
19.6,13.0,20.3,24.46,70.12,5.88,calamansi,Ammonium Sulfate (21-0-0)
28.3,18.1,25.9,24.99,76.47,5.44,rubber,Ammonium Sulfate (21-0-0)
68.0,58.4,87.8,24.98,73.49,5.83,tomato,Complete (14-14-14)
76.9,34.7,75.8,24.41,83.83,6.51,abaca,Complete (14-14-14)
79.7,36.6,88.6,27.61,85.06,6.39,abaca,Complete (14-14-14)
93.7,23.8,31.1,23.54,62.2,6.19,coffee,Complete (14-14-14)
51.0,45.8,45.8,27.68,69.51,6.35,ampalaya,Complete (14-14-14)
124.4,39.6,42.7,34.01,78.28,7.0,sugarcane,Urea (46-0-0)
40.4,35.1,48.5,31.88,74.98,6.43,ampalaya,Complete (14-14-14)
17.5,39.1,46.5,29.39,64.33,6.02,peanut,Ammonium Phosphate (16-20-0)
37.8,27.1,66.7,25.78,74.35,5.6,sweet_potato,Muriate of Potash (0-0-60)
85.9,34.1,75.3,25.26,93.57,5.3,abaca,Complete (14-14-14)
53.9,24.8,73.7,26.17,76.46,4.82,pineapple,Muriate of Potash (0-0-60)
101.6,23.4,27.4,25.48,74.25,6.57,coffee,Complete (14-14-14)
95.2,54.6,40.3,30.01,89.96,7.01,rice,Complete (14-14-14)
68.0,35.1,40.9,30.21,89.2,6.14,cacao,Complete (14-14-14)
106.4,24.2,33.8,26.91,70.97,5.56,coffee,Complete (14-14-14)
40.8,30.9,77.8,28.62,67.03,5.88,pineapple,Muriate of Potash (0-0-60)
18.0,41.7,45.3,29.0,61.18,6.43,peanut,Ammonium Phosphate (16-20-0)
22.8,35.9,29.7,32.75,62.54,6.4,mungbean,Ammonium Phosphate (16-20-0)
19.1,20.4,26.0,27.35,62.47,6.92,mango,Complete (14-14-14)
85.9,38.9,53.3,21.22,63.39,6.06,onion,Complete (14-14-14)
47.3,49.1,48.1,31.28,86.6,6.07,papaya,Complete (14-14-14)
49.7,62.3,50.6,27.75,82.48,5.95,papaya,Complete (14-14-14)
24.7,32.4,24.7,29.81,68.31,6.97,mungbean,Ammonium Phosphate (16-20-0)
46.7,29.0,66.7,22.98,73.49,6.52,sweet_potato,Muriate of Potash (0-0-60)
56.0,32.9,65.8,30.57,71.11,6.37,cassava,Muriate of Potash (0-0-60)
102.4,98.6,50.4,27.25,89.31,5.59,banana,Muriate of Potash (0-0-60)
15.8,23.6,27.3,34.38,50.87,7.03,mango,Complete (14-14-14)
60.6,47.8,40.5,25.68,73.3,6.33,eggplant,Complete (14-14-14)
59.5,43.1,46.0,26.92,61.98,6.91,garlic,Complete (14-14-14)
100.8,83.6,45.4,29.25,88.0,6.51,banana,Muriate of Potash (0-0-60)
67.7,29.6,88.7,28.68,82.61,5.59,abaca,Complete (14-14-14)
100.0,24.3,25.4,22.01,80.28,5.56,coffee,Complete (14-14-14)
93.0,19.3,33.8,20.01,74.18,5.24,coffee,Complete (14-14-14)
16.8,32.9,27.2,31.41,69.48,6.84,mungbean,Ammonium Phosphate (16-20-0)
48.2,22.9,83.9,27.23,56.24,6.08,cassava,Muriate of Potash (0-0-60)
74.7,29.7,85.4,27.35,92.7,5.52,abaca,Complete (14-14-14)
112.8,43.6,54.6,25.33,75.57,7.17,sugarcane,Urea (46-0-0)
21.5,15.7,32.1,32.88,64.73,6.27,mango,Complete (14-14-14)
48.3,32.3,72.8,29.06,57.24,6.1,tobacco,Ammonium Sulfate (21-0-0)
56.3,36.1,81.8,26.48,57.52,5.93,tobacco,Ammonium Sulfate (21-0-0)
15.4,34.2,20.3,29.42,72.1,6.37,mungbean,Ammonium Phosphate (16-20-0)
86.3,57.8,76.3,21.74,60.78,6.65,tomato,Complete (14-14-14)
40.1,46.1,49.5,27.1,82.72,5.81,papaya,Complete (14-14-14)
77.8,38.9,40.8,24.9,58.54,6.23,garlic,Complete (14-14-14)
75.3,49.9,87.7,25.27,72.2,5.5,tomato,Complete (14-14-14)
20.6,42.8,23.6,25.91,62.24,6.18,mungbean,Ammonium Phosphate (16-20-0)
49.4,25.1,74.3,27.13,63.58,6.12,tobacco,Ammonium Sulfate (21-0-0)
28.3,22.8,28.1,32.16,84.66,4.65,rubber,Ammonium Sulfate (21-0-0)
72.9,58.2,44.2,23.37,67.18,6.24,eggplant,Complete (14-14-14)
69.6,43.1,43.0,26.79,67.82,5.8,eggplant,Complete (14-14-14)
88.3,53.9,63.9,23.8,73.46,5.7,tomato,Complete (14-14-14)
46.2,55.3,51.3,28.8,81.84,6.56,papaya,Complete (14-14-14)
21.1,38.2,43.9,23.58,68.98,6.21,peanut,Ammonium Phosphate (16-20-0)
40.7,51.5,42.9,24.28,70.38,6.54,okra,Complete (14-14-14)
27.4,30.5,31.4,27.96,66.35,6.8,peanut,Ammonium Phosphate (16-20-0)
37.9,16.6,27.9,28.46,81.66,4.69,rubber,Ammonium Sulfate (21-0-0)
65.9,23.3,60.3,23.97,63.69,5.9,tobacco,Ammonium Sulfate (21-0-0)
18.1,36.5,43.9,30.15,61.7,6.39,peanut,Ammonium Phosphate (16-20-0)
72.5,37.0,44.6,25.28,85.1,5.56,cacao,Complete (14-14-14)
79.7,49.6,42.1,30.31,81.06,6.18,rice,Complete (14-14-14)
47.5,35.2,71.3,26.47,66.87,6.23,sweet_potato,Muriate of Potash (0-0-60)
62.2,35.7,60.0,32.05,82.64,6.76,cacao,Complete (14-14-14)
48.4,45.3,33.9,30.53,72.76,6.17,ampalaya,Complete (14-14-14)
15.8,19.7,34.5,33.1,66.7,7.0,mango,Complete (14-14-14)
62.5,43.5,43.0,25.97,68.92,6.11,garlic,Complete (14-14-14)
51.3,60.5,50.5,29.25,81.48,5.92,papaya,Complete (14-14-14)
98.6,57.9,42.4,28.37,83.76,6.27,rice,Complete (14-14-14)
91.1,41.9,22.3,30.49,67.37,5.56,corn,Urea (46-0-0)
41.6,31.0,63.8,24.36,72.83,6.63,sweet_potato,Muriate of Potash (0-0-60)
59.3,35.7,70.8,25.03,85.71,6.22,abaca,Complete (14-14-14)
87.4,36.4,74.4,31.5,85.86,5.55,abaca,Complete (14-14-14)
70.5,32.5,40.6,30.77,75.36,6.22,cacao,Complete (14-14-14)
61.4,58.0,50.2,28.07,79.06,5.63,eggplant,Complete (14-14-14)
47.6,47.6,52.1,28.32,73.08,6.75,papaya,Complete (14-14-14)
65.4,49.4,89.4,25.55,67.08,5.7,tomato,Complete (14-14-14)
23.2,48.8,44.3,28.91,59.15,5.82,peanut,Ammonium Phosphate (16-20-0)
56.0,26.9,75.6,30.14,79.16,5.13,pineapple,Muriate of Potash (0-0-60)
28.9,27.4,31.1,24.97,88.31,4.85,rubber,Ammonium Sulfate (21-0-0)
116.3,83.6,53.1,30.99,87.36,6.51,banana,Muriate of Potash (0-0-60)
102.3,71.2,52.1,26.86,85.76,5.8,banana,Muriate of Potash (0-0-60)
57.8,29.2,60.1,31.74,70.11,5.68,cassava,Muriate of Potash (0-0-60)
23.1,43.9,29.6,25.37,70.5,6.61,mungbean,Ammonium Phosphate (16-20-0)
83.9,40.6,53.3,24.89,82.89,6.7,cacao,Complete (14-14-14)
81.5,42.5,46.1,26.97,77.99,6.4,cacao,Complete (14-14-14)
27.3,21.9,28.7,27.1,81.95,4.96,rubber,Ammonium Sulfate (21-0-0)
125.2,42.5,54.4,25.88,63.54,5.83,sugarcane,Urea (46-0-0)
45.4,36.3,31.0,27.36,62.34,6.07,okra,Complete (14-14-14)
61.4,41.1,54.8,23.7,57.63,6.02,garlic,Complete (14-14-14)
68.7,20.0,63.2,27.04,60.01,6.08,tobacco,Ammonium Sulfate (21-0-0)
70.5,39.9,42.8,21.68,70.29,6.36,garlic,Complete (14-14-14)
53.0,48.2,52.8,31.52,88.67,6.25,papaya,Complete (14-14-14)
21.5,21.8,33.2,35.35,62.59,6.12,mango,Complete (14-14-14)
98.7,58.1,25.2,31.08,66.67,6.23,corn,Urea (46-0-0)
85.3,56.9,41.9,22.86,76.1,5.92,eggplant,Complete (14-14-14)
34.6,24.6,76.2,24.23,62.84,5.88,sweet_potato,Muriate of Potash (0-0-60)
116.8,44.5,40.9,31.64,78.53,5.53,rice,Complete (14-14-14)
76.1,51.9,71.3,24.61,75.14,6.6,tomato,Complete (14-14-14)
102.7,26.5,28.5,23.25,67.58,5.11,coffee,Complete (14-14-14)
85.6,48.5,45.0,30.3,83.92,6.18,rice,Complete (14-14-14)
97.8,58.9,24.2,29.05,70.15,7.33,corn,Urea (46-0-0)
25.8,48.4,30.2,27.99,60.11,6.38,peanut,Ammonium Phosphate (16-20-0)
65.6,33.7,44.7,29.07,89.54,6.92,cacao,Complete (14-14-14)
20.9,19.2,16.4,29.77,74.04,6.01,calamansi,Ammonium Sulfate (21-0-0)
62.1,38.6,58.4,20.73,60.61,6.48,onion,Complete (14-14-14)
28.2,19.9,27.7,26.9,84.14,4.62,rubber,Ammonium Sulfate (21-0-0)
46.8,21.9,72.7,29.39,66.99,6.26,cassava,Muriate of Potash (0-0-60)
47.9,20.3,62.1,26.69,70.82,5.92,sweet_potato,Muriate of Potash (0-0-60)
19.5,40.3,24.4,31.36,75.22,6.84,mungbean,Ammonium Phosphate (16-20-0)
20.1,12.5,19.2,29.61,73.78,5.93,calamansi,Ammonium Sulfate (21-0-0)
18.7,31.4,24.7,27.12,75.26,6.64,mungbean,Ammonium Phosphate (16-20-0)
51.2,18.9,85.2,28.98,71.57,4.72,pineapple,Muriate of Potash (0-0-60)
41.3,48.5,44.1,30.6,72.74,6.1,okra,Complete (14-14-14)
105.5,44.1,51.1,27.23,71.45,6.21,sugarcane,Urea (46-0-0)
16.6,17.5,23.7,31.26,82.44,6.05,calamansi,Ammonium Sulfate (21-0-0)
20.4,38.9,29.8,30.48,60.37,6.47,mungbean,Ammonium Phosphate (16-20-0)
89.0,48.5,87.3,27.34,63.9,5.89,tomato,Complete (14-14-14)
55.5,32.7,39.3,31.57,66.8,6.61,okra,Complete (14-14-14)
93.3,86.8,45.3,26.41,84.98,6.06,banana,Muriate of Potash (0-0-60)
59.7,44.3,40.8,27.81,60.12,6.36,onion,Complete (14-14-14)
48.3,34.8,85.4,26.72,62.53,6.72,sweet_potato,Muriate of Potash (0-0-60)
117.5,55.3,40.0,24.96,86.25,6.73,rice,Complete (14-14-14)
85.9,42.8,61.1,23.59,69.26,6.14,tomato,Complete (14-14-14)
24.3,42.6,44.0,24.46,64.94,5.9,peanut,Ammonium Phosphate (16-20-0)
19.9,10.7,21.9,24.83,82.61,5.58,calamansi,Ammonium Sulfate (21-0-0)
97.8,17.7,32.3,22.42,61.64,5.17,coffee,Complete (14-14-14)
83.3,38.8,87.0,26.47,82.41,5.66,abaca,Complete (14-14-14)
76.0,44.5,51.0,28.47,78.16,6.67,eggplant,Complete (14-14-14)
100.0,51.2,24.3,28.87,72.72,7.36,corn,Urea (46-0-0)
45.1,29.9,72.9,29.45,57.61,5.72,tobacco,Ammonium Sulfate (21-0-0)
61.6,37.1,42.0,25.17,65.63,6.57,okra,Complete (14-14-14)
37.6,27.7,63.8,22.91,64.31,5.62,sweet_potato,Muriate of Potash (0-0-60)
80.0,40.6,73.1,21.92,65.11,6.45,tomato,Complete (14-14-14)
26.1,34.8,38.5,28.82,58.42,6.3,peanut,Ammonium Phosphate (16-20-0)
50.6,63.9,50.3,24.81,84.4,6.72,papaya,Complete (14-14-14)
85.1,37.4,72.6,24.53,92.52,6.24,abaca,Complete (14-14-14)
136.6,52.3,50.5,34.69,58.51,5.82,sugarcane,Urea (46-0-0)
81.4,35.7,63.4,29.58,93.13,5.83,abaca,Complete (14-14-14)
59.2,19.7,74.9,30.74,72.7,5.44,cassava,Muriate of Potash (0-0-60)
44.7,25.9,91.3,25.87,70.89,6.54,cassava,Muriate of Potash (0-0-60)
48.4,22.7,84.0,26.81,64.55,5.12,pineapple,Muriate of Potash (0-0-60)
103.9,18.8,28.8,22.9,75.26,6.05,coffee,Complete (14-14-14)
16.1,17.7,35.2,31.92,65.84,6.38,mango,Complete (14-14-14)
18.2,10.3,31.1,29.98,94.23,8.12,coconut,Muriate of Potash (0-0-60)
100.2,20.7,31.8,24.88,60.43,5.26,coffee,Complete (14-14-14)
34.1,24.8,23.7,27.06,89.58,5.33,rubber,Ammonium Sulfate (21-0-0)
42.4,31.7,69.8,23.3,66.37,6.21,sweet_potato,Muriate of Potash (0-0-60)
34.5,38.2,77.3,22.72,67.02,6.8,sweet_potato,Muriate of Potash (0-0-60)
88.6,43.0,41.5,26.6,59.21,6.91,garlic,Complete (14-14-14)
51.4,53.7,51.4,31.83,71.47,6.47,papaya,Complete (14-14-14)
75.0,34.7,52.4,26.35,65.62,6.11,onion,Complete (14-14-14)
63.7,39.8,77.1,30.55,93.9,6.05,abaca,Complete (14-14-14)
21.2,47.8,32.1,27.32,58.49,6.01,peanut,Ammonium Phosphate (16-20-0)
51.0,39.5,67.4,32.03,63.58,6.12,cassava,Muriate of Potash (0-0-60)
47.3,33.6,47.1,27.49,65.23,6.55,ampalaya,Complete (14-14-14)
83.2,43.7,22.4,30.28,72.26,6.04,corn,Urea (46-0-0)
46.7,41.4,67.2,26.79,57.75,5.23,cassava,Muriate of Potash (0-0-60)
58.3,27.9,75.6,28.34,72.24,5.04,pineapple,Muriate of Potash (0-0-60)
40.1,35.0,87.2,25.93,71.33,6.11,sweet_potato,Muriate of Potash (0-0-60)
44.2,39.5,63.4,24.77,62.37,6.49,sweet_potato,Muriate of Potash (0-0-60)
64.5,57.2,80.5,25.58,61.78,6.83,tomato,Complete (14-14-14)
82.7,51.1,75.3,22.82,63.71,5.54,tomato,Complete (14-14-14)
82.1,56.0,38.7,26.38,70.49,5.97,eggplant,Complete (14-14-14)
60.7,42.6,42.4,31.91,82.66,6.85,cacao,Complete (14-14-14)
67.1,22.1,81.4,26.28,91.6,6.38,abaca,Complete (14-14-14)
46.7,33.9,60.0,27.19,73.68,6.49,cassava,Muriate of Potash (0-0-60)
21.2,14.0,23.9,24.89,79.15,5.88,calamansi,Ammonium Sulfate (21-0-0)
58.0,60.8,50.8,30.31,86.53,6.24,papaya,Complete (14-14-14)
59.5,36.4,50.7,26.85,66.9,6.37,garlic,Complete (14-14-14)
83.6,37.1,43.8,30.55,81.08,5.86,cacao,Complete (14-14-14)
85.2,51.7,24.1,31.61,73.91,5.81,corn,Urea (46-0-0)
32.3,25.2,24.7,30.52,84.77,4.93,rubber,Ammonium Sulfate (21-0-0)
69.7,33.3,48.1,28.34,56.42,6.32,onion,Complete (14-14-14)
69.7,39.4,45.7,31.44,87.05,6.42,cacao,Complete (14-14-14)
83.6,45.9,75.6,25.2,65.19,6.39,tomato,Complete (14-14-14)
80.6,44.4,59.2,26.93,67.11,6.62,eggplant,Complete (14-14-14)
101.9,16.8,31.9,22.06,76.11,5.03,coffee,Complete (14-14-14)
96.8,20.7,34.4,25.97,66.15,5.14,coffee,Complete (14-14-14)
50.1,35.6,86.2,30.19,64.14,5.97,tobacco,Ammonium Sulfate (21-0-0)
107.2,42.1,59.9,30.11,66.94,7.31,sugarcane,Urea (46-0-0)
21.2,6.9,24.9,28.84,87.38,6.95,coconut,Muriate of Potash (0-0-60)
95.8,54.9,44.5,31.49,77.57,5.64,rice,Complete (14-14-14)
28.0,42.3,37.2,29.35,55.06,5.69,peanut,Ammonium Phosphate (16-20-0)
100.7,48.6,54.0,27.64,79.04,5.6,sugarcane,Urea (46-0-0)
107.1,89.4,54.2,28.36,74.68,6.58,banana,Muriate of Potash (0-0-60)
90.7,46.7,51.4,21.58,62.53,6.27,garlic,Complete (14-14-14)
98.0,46.1,24.3,28.6,72.19,6.84,corn,Urea (46-0-0)
59.8,30.1,70.8,32.0,61.69,6.86,cassava,Muriate of Potash (0-0-60)
52.3,21.5,68.2,23.24,63.03,5.85,tobacco,Ammonium Sulfate (21-0-0)
49.6,56.7,55.6,31.28,85.31,6.54,papaya,Complete (14-14-14)
22.4,46.5,25.7,26.31,61.04,6.17,mungbean,Ammonium Phosphate (16-20-0)
49.1,49.5,47.5,29.0,87.27,6.19,papaya,Complete (14-14-14)
46.0,22.1,58.8,24.49,73.24,4.61,pineapple,Muriate of Potash (0-0-60)
110.1,43.5,40.5,24.83,87.13,6.16,rice,Complete (14-14-14)
16.7,42.3,44.0,28.69,65.11,5.69,peanut,Ammonium Phosphate (16-20-0)
21.2,14.2,19.9,26.35,71.29,6.07,calamansi,Ammonium Sulfate (21-0-0)
88.9,34.6,42.7,23.84,79.58,5.41,cacao,Complete (14-14-14)
80.2,46.0,49.0,24.44,78.63,5.68,cacao,Complete (14-14-14)
16.9,11.6,26.4,27.01,90.36,6.67,coconut,Muriate of Potash (0-0-60)
22.2,5.6,26.4,31.47,82.91,5.61,coconut,Muriate of Potash (0-0-60)
74.7,42.4,71.0,23.81,69.31,5.78,tomato,Complete (14-14-14)
46.3,48.0,30.2,30.35,70.41,6.31,ampalaya,Complete (14-14-14)
15.2,50.3,22.1,26.14,72.5,6.21,mungbean,Ammonium Phosphate (16-20-0)
22.4,17.9,17.0,29.31,81.37,5.98,calamansi,Ammonium Sulfate (21-0-0)
86.3,39.3,41.3,27.73,75.0,6.78,rice,Complete (14-14-14)
37.0,29.6,34.8,24.78,75.43,4.68,rubber,Ammonium Sulfate (21-0-0)
29.7,32.5,33.6,27.65,55.12,5.63,peanut,Ammonium Phosphate (16-20-0)
15.1,21.7,33.1,34.16,61.0,6.25,mango,Complete (14-14-14)
21.7,21.9,28.7,24.62,83.26,4.66,rubber,Ammonium Sulfate (21-0-0)
57.6,30.0,75.4,25.96,58.62,6.19,tobacco,Ammonium Sulfate (21-0-0)
90.9,29.9,59.2,27.09,62.28,6.52,garlic,Complete (14-14-14)
61.0,35.8,66.8,29.86,82.25,5.59,abaca,Complete (14-14-14)
79.5,40.8,85.7,26.45,70.38,5.9,tomato,Complete (14-14-14)
40.6,33.2,76.4,26.68,66.85,6.79,sweet_potato,Muriate of Potash (0-0-60)
58.8,44.3,48.5,25.86,72.07,6.38,ampalaya,Complete (14-14-14)
100.1,27.2,31.0,22.95,64.71,6.33,coffee,Complete (14-14-14)
87.4,59.9,24.4,29.41,68.59,6.4,corn,Urea (46-0-0)
88.1,29.5,65.8,30.63,79.99,5.2,abaca,Complete (14-14-14)
106.6,57.8,61.2,32.67,73.64,6.88,sugarcane,Urea (46-0-0)
16.0,11.9,19.2,25.76,81.66,5.71,calamansi,Ammonium Sulfate (21-0-0)
74.3,54.0,58.3,26.38,71.39,5.93,eggplant,Complete (14-14-14)
24.9,17.6,27.9,30.69,69.53,7.4,mango,Complete (14-14-14)
90.9,29.0,32.1,22.68,72.93,6.28,coffee,Complete (14-14-14)
61.1,33.6,57.8,29.9,59.48,5.98,tobacco,Ammonium Sulfate (21-0-0)
66.6,35.3,49.3,25.72,65.53,6.23,onion,Complete (14-14-14)
95.3,18.3,34.1,23.13,64.35,5.28,coffee,Complete (14-14-14)
84.1,44.2,51.8,24.61,56.31,6.18,onion,Complete (14-14-14)
21.2,28.8,21.5,29.12,64.64,6.4,mungbean,Ammonium Phosphate (16-20-0)
136.3,43.5,44.6,26.46,74.53,7.05,sugarcane,Urea (46-0-0)
45.3,34.1,84.6,25.13,63.05,5.35,cassava,Muriate of Potash (0-0-60)
72.5,43.3,79.6,27.05,62.17,6.16,tomato,Complete (14-14-14)
43.6,31.2,40.4,30.35,73.5,6.0,okra,Complete (14-14-14)
82.6,49.6,88.7,26.32,73.07,6.13,tomato,Complete (14-14-14)
60.5,32.7,51.2,27.68,88.98,6.27,cacao,Complete (14-14-14)
83.7,36.5,45.3,24.85,60.82,6.06,garlic,Complete (14-14-14)
57.4,60.7,45.1,23.86,81.47,6.08,papaya,Complete (14-14-14)
17.5,22.3,35.0,32.72,54.64,6.79,mango,Complete (14-14-14)
94.8,56.8,21.2,31.18,63.61,7.37,corn,Urea (46-0-0)
115.2,55.0,46.6,27.01,77.69,7.43,sugarcane,Urea (46-0-0)
36.1,24.8,27.0,23.82,89.93,4.84,rubber,Ammonium Sulfate (21-0-0)
44.1,48.4,49.2,25.11,70.55,6.83,okra,Complete (14-14-14)
79.2,36.2,79.6,24.64,90.32,6.11,abaca,Complete (14-14-14)
15.4,23.3,30.4,33.83,57.41,6.17,mango,Complete (14-14-14)
20.9,20.7,21.6,29.34,78.3,5.09,rubber,Ammonium Sulfate (21-0-0)
81.7,50.5,40.7,26.39,76.33,6.16,rice,Complete (14-14-14)
85.3,44.2,43.5,27.49,90.38,6.08,cacao,Complete (14-14-14)
95.5,15.8,30.7,23.09,79.41,6.33,coffee,Complete (14-14-14)
22.2,26.3,28.7,27.02,89.21,5.7,rubber,Ammonium Sulfate (21-0-0)
107.3,22.0,27.4,27.36,65.16,5.1,coffee,Complete (14-14-14)
133.8,52.2,59.4,34.6,67.09,7.45,sugarcane,Urea (46-0-0)
28.2,39.8,36.6,24.14,62.17,6.43,peanut,Ammonium Phosphate (16-20-0)
56.4,51.0,51.7,25.02,78.86,6.55,papaya,Complete (14-14-14)
16.8,45.0,21.6,26.62,61.68,6.49,mungbean,Ammonium Phosphate (16-20-0)
43.7,29.3,40.4,26.43,69.92,5.99,okra,Complete (14-14-14)
110.5,59.4,42.6,31.67,74.75,7.0,rice,Complete (14-14-14)
111.4,86.9,45.3,31.21,90.08,6.84,banana,Muriate of Potash (0-0-60)
17.5,11.8,33.7,28.35,90.72,5.07,coconut,Muriate of Potash (0-0-60)
38.0,25.3,22.0,31.52,89.66,5.59,rubber,Ammonium Sulfate (21-0-0)
51.6,33.1,74.6,27.29,53.19,5.88,cassava,Muriate of Potash (0-0-60)
22.0,14.0,16.1,30.93,78.08,5.88,calamansi,Ammonium Sulfate (21-0-0)
38.6,34.5,75.7,27.47,74.63,6.04,sweet_potato,Muriate of Potash (0-0-60)
65.5,53.4,55.8,27.38,76.8,5.85,eggplant,Complete (14-14-14)
46.6,41.0,46.7,30.16,62.5,5.99,okra,Complete (14-14-14)
20.6,17.7,22.3,29.75,83.42,5.72,calamansi,Ammonium Sulfate (21-0-0)
49.2,29.8,70.7,22.04,62.87,6.3,tobacco,Ammonium Sulfate (21-0-0)
51.2,37.6,77.8,24.2,62.53,5.85,tobacco,Ammonium Sulfate (21-0-0)
79.9,48.3,54.9,27.83,78.69,6.15,eggplant,Complete (14-14-14)
17.1,25.0,32.7,29.3,53.74,7.49,mango,Complete (14-14-14)
78.4,33.7,56.3,21.62,64.45,6.07,onion,Complete (14-14-14)
45.7,56.1,51.6,25.18,73.95,5.47,papaya,Complete (14-14-14)
62.1,49.8,81.6,24.05,69.75,5.93,tomato,Complete (14-14-14)
34.6,29.2,25.2,31.38,76.57,5.39,rubber,Ammonium Sulfate (21-0-0)
28.8,17.4,31.0,28.78,80.45,5.7,rubber,Ammonium Sulfate (21-0-0)
22.1,23.6,27.2,28.73,61.73,7.18,mango,Complete (14-14-14)
64.2,42.2,40.5,27.45,57.43,6.25,onion,Complete (14-14-14)
56.5,45.6,37.5,29.7,73.18,6.64,okra,Complete (14-14-14)
91.0,43.2,42.4,28.65,81.44,7.02,cacao,Complete (14-14-14)
68.8,43.9,47.2,26.03,75.85,6.53,eggplant,Complete (14-14-14)
83.3,49.7,24.4,25.54,61.19,7.0,corn,Urea (46-0-0)
70.5,34.4,40.9,27.55,89.42,6.33,cacao,Complete (14-14-14)
138.3,56.5,44.3,28.66,80.19,6.07,sugarcane,Urea (46-0-0)
18.5,13.1,31.3,28.91,92.93,6.14,coconut,Muriate of Potash (0-0-60)
49.0,43.0,34.9,31.14,72.26,6.55,ampalaya,Complete (14-14-14)
112.9,97.6,49.0,27.75,89.59,6.55,banana,Muriate of Potash (0-0-60)
38.8,17.0,26.8,30.37,88.19,4.97,rubber,Ammonium Sulfate (21-0-0)
44.0,32.9,81.5,31.91,65.99,7.17,cassava,Muriate of Potash (0-0-60)
52.5,20.1,65.6,24.77,66.79,5.56,pineapple,Muriate of Potash (0-0-60)
22.2,38.0,24.0,31.28,62.49,6.6,mungbean,Ammonium Phosphate (16-20-0)
40.9,36.5,88.9,26.57,62.1,7.04,cassava,Muriate of Potash (0-0-60)
98.6,21.2,31.1,26.7,73.28,5.75,coffee,Complete (14-14-14)
59.9,33.9,71.4,22.49,60.48,5.98,tobacco,Ammonium Sulfate (21-0-0)
112.5,61.0,48.0,26.51,72.77,5.91,sugarcane,Urea (46-0-0)
36.6,24.1,23.8,29.48,87.04,4.91,rubber,Ammonium Sulfate (21-0-0)
92.5,24.6,33.2,23.62,62.28,5.77,coffee,Complete (14-14-14)
54.4,59.1,54.2,31.61,87.6,6.75,papaya,Complete (14-14-14)
27.3,30.2,32.7,26.49,59.27,6.05,peanut,Ammonium Phosphate (16-20-0)
20.7,46.7,44.7,26.03,61.51,6.71,peanut,Ammonium Phosphate (16-20-0)
65.3,40.4,44.7,28.99,78.99,7.01,cacao,Complete (14-14-14)
36.2,26.8,63.2,23.65,63.92,6.15,sweet_potato,Muriate of Potash (0-0-60)
23.5,17.0,17.9,27.2,76.63,5.67,calamansi,Ammonium Sulfate (21-0-0)
53.8,48.9,46.9,32.01,67.72,6.51,ampalaya,Complete (14-14-14)
43.4,27.9,89.1,24.5,71.2,5.02,pineapple,Muriate of Potash (0-0-60)
45.9,30.2,42.6,24.21,74.55,6.46,ampalaya,Complete (14-14-14)
80.2,41.6,44.4,29.98,89.21,6.33,rice,Complete (14-14-14)
109.5,81.2,47.7,27.01,79.39,6.72,banana,Muriate of Potash (0-0-60)
